ds,CO2_emission
2067-11-01,545.2233692252943
2067-12-01,545.4356787243362
2068-01-01,545.6550652066795
2068-02-01,545.8744516890227
2068-03-01,546.0796842047632
2068-04-01,546.2990706871066
2068-05-01,546.5113801861484
2068-06-01,546.7307666684917
2068-07-01,546.9430761675336
2068-08-01,547.1624626498768
2068-09-01,547.3818491322202
2068-10-01,547.594158631262
2068-11-01,547.8135451136053
2068-12-01,548.0258546126472
2069-01-01,548.2452410949904
2069-02-01,548.4646275773338
2069-03-01,548.6627831097728
2069-04-01,548.882169592116
2069-05-01,549.094479091158
2069-06-01,549.3138655735013
2069-07-01,549.5261750725432
2069-08-01,549.7455615548864
2069-09-01,549.9649480372296
2069-10-01,550.1772575362716
2069-11-01,550.3966440186149
2069-12-01,550.6089535176568
2070-01-01,550.82834
2070-02-01,551.0208791155532
2070-03-01,551.1947854134721
2070-04-01,551.3873245290252
2070-05-01,551.573652705367
2070-06-01,551.7661918209201
2070-07-01,551.9525199972618
2070-08-01,552.1450591128149
2070-09-01,552.337598228368
2070-10-01,552.5239264047098
2070-11-01,552.7164655202629
2070-12-01,552.9027936966046
2071-01-01,553.0953328121577
2071-02-01,553.2878719277109
2071-03-01,553.4617782256298
2071-04-01,553.654317341183
2071-05-01,553.8406455175246
2071-06-01,554.0331846330778
2071-07-01,554.2195128094195
2071-08-01,554.4120519249726
2071-09-01,554.6045910405257
2071-10-01,554.7909192168675
2071-11-01,554.9834583324206
2071-12-01,555.1697865087623
2072-01-01,555.3623256243154
2072-02-01,555.5548647398685
2072-03-01,555.7349819769989
2072-04-01,555.9275210925521
2072-05-01,556.1138492688938
2072-06-01,556.3063883844469
2072-07-01,556.4927165607886
2072-08-01,556.6852556763417
2072-09-01,556.8777947918949
2072-10-01,557.0641229682366
2072-11-01,557.2566620837897
2072-12-01,557.4429902601314
2073-01-01,557.6355293756845
2073-02-01,557.8280684912377
2073-03-01,558.0019747891566
2073-04-01,558.1945139047098
2073-05-01,558.3808420810515
2073-06-01,558.5733811966046
2073-07-01,558.7597093729463
2073-08-01,558.9522484884994
2073-09-01,559.1447876040526
2073-10-01,559.3311157803943
2073-11-01,559.5236548959474
2073-12-01,559.7099830722891
2074-01-01,559.9025221878422
2074-02-01,560.0950613033954
2074-03-01,560.2689676013143
2074-04-01,560.4615067168675
2074-05-01,560.6478348932092
2074-06-01,560.8403740087623
2074-07-01,561.026702185104
2074-08-01,561.2192413006571
2074-09-01,561.4117804162103
2074-10-01,561.598108592552
2074-11-01,561.7906477081051
2074-12-01,561.9769758844469
2075-01-01,562.1695149999999
2075-02-01,562.3620541155531
2075-03-01,562.535960413472
2075-04-01,562.7284995290252
2075-05-01,562.9148277053669
2075-06-01,563.10736682092
2075-07-01,563.2936949972618
2075-08-01,563.4862341128148
2075-09-01,563.678773228368
2075-10-01,563.8651014047098
2075-11-01,564.0576405202629
2075-12-01,564.2439686966046
2076-01-01,564.4365078121577
2076-02-01,564.6290469277109
2076-03-01,564.8091641648411
2076-04-01,565.0017032803943
2076-05-01,565.188031456736
2076-06-01,565.3805705722891
2076-07-01,565.5668987486308
2076-08-01,565.759437864184
2076-09-01,565.9519769797371
2076-10-01,566.1383051560788
2076-11-01,566.3308442716319
2076-12-01,566.5171724479737
2077-01-01,566.7097115635268
2077-02-01,566.9022506790799
2077-03-01,567.0761569769988
2077-04-01,567.268696092552
2077-05-01,567.4550242688937
2077-06-01,567.6475633844468
2077-07-01,567.8338915607886
2077-08-01,568.0264306763416
2077-09-01,568.2189697918948
2077-10-01,568.4052979682366
2077-11-01,568.5978370837897
2077-12-01,568.7841652601314
2078-01-01,568.9767043756846
2078-02-01,569.1692434912377
2078-03-01,569.3431497891565
2078-04-01,569.5356889047097
2078-05-01,569.7220170810515
2078-06-01,569.9145561966045
2078-07-01,570.1008843729463
2078-08-01,570.2934234884995
2078-09-01,570.4859626040526
2078-10-01,570.6722907803943
2078-11-01,570.8648298959474
2078-12-01,571.0511580722891
2079-01-01,571.2436971878423
2079-02-01,571.4362363033954
2079-03-01,571.6101426013144
2079-04-01,571.8026817168675
2079-05-01,571.9890098932092
2079-06-01,572.1815490087623
2079-07-01,572.367877185104
2079-08-01,572.5604163006572
2079-09-01,572.7529554162103
2079-10-01,572.939283592552
2079-11-01,573.1318227081051
2079-12-01,573.3181508844468
2080-01-01,573.51069
2080-02-01,573.6697905201204
2080-03-01,573.8186264905556
2080-04-01,573.9777270106761
2080-05-01,574.131695255954
2080-06-01,574.2907957760744
2080-07-01,574.4447640213523
2080-08-01,574.6038645414727
2080-09-01,574.7629650615931
2080-10-01,574.916933306871
2080-11-01,575.0760338269914
2080-12-01,575.2300020722694
2081-01-01,575.3891025923898
2081-02-01,575.5482031125102
2081-03-01,575.6919068081029
2081-04-01,575.8510073282233
2081-05-01,576.0049755735012
2081-06-01,576.1640760936216
2081-07-01,576.3180443388995
2081-08-01,576.47714485902
2081-09-01,576.6362453791404
2081-10-01,576.7902136244182
2081-11-01,576.9493141445387
2081-12-01,577.1032823898165
2082-01-01,577.262382909937
2082-02-01,577.4214834300575
2082-03-01,577.5651871256501
2082-04-01,577.7242876457706
2082-05-01,577.8782558910484
2082-06-01,578.0373564111688
2082-07-01,578.1913246564467
2082-08-01,578.3504251765671
2082-09-01,578.5095256966877
2082-10-01,578.6634939419655
2082-11-01,578.8225944620859
2082-12-01,578.9765627073638
2083-01-01,579.1356632274842
2083-02-01,579.2947637476046
2083-03-01,579.4384674431973
2083-04-01,579.5975679633178
2083-05-01,579.7515362085957
2083-06-01,579.9106367287161
2083-07-01,580.0646049739939
2083-08-01,580.2237054941144
2083-09-01,580.3828060142348
2083-10-01,580.5367742595126
2083-11-01,580.6958747796332
2083-12-01,580.849843024911
2084-01-01,581.0089435450315
2084-02-01,581.1680440651519
2084-03-01,581.3168800355871
2084-04-01,581.4759805557076
2084-05-01,581.6299488009854
2084-06-01,581.789049321106
2084-07-01,581.9430175663838
2084-08-01,582.1021180865042
2084-09-01,582.2612186066247
2084-10-01,582.4151868519025
2084-11-01,582.5742873720229
2084-12-01,582.7282556173008
2085-01-01,582.8873561374212
2085-02-01,583.0464566575417
2085-03-01,583.1901603531344
2085-04-01,583.3492608732548
2085-05-01,583.5032291185327
2085-06-01,583.6623296386531
2085-07-01,583.8162978839309
2085-08-01,583.9753984040514
2085-09-01,584.1344989241719
2085-10-01,584.2884671694497
2085-11-01,584.4475676895702
2085-12-01,584.601535934848
2086-01-01,584.7606364549684
2086-02-01,584.9197369750889
2086-03-01,585.0634406706815
2086-04-01,585.2225411908021
2086-05-01,585.3765094360799
2086-06-01,585.5356099562003
2086-07-01,585.6895782014782
2086-08-01,585.8486787215986
2086-09-01,586.007779241719
2086-10-01,586.1617474869969
2086-11-01,586.3208480071174
2086-12-01,586.4748162523953
2087-01-01,586.6339167725157
2087-02-01,586.7930172926361
2087-03-01,586.9367209882288
2087-04-01,587.0958215083492
2087-05-01,587.249789753627
2087-06-01,587.4088902737476
2087-07-01,587.5628585190254
2087-08-01,587.7219590391459
2087-09-01,587.8810595592663
2087-10-01,588.0350278045441
2087-11-01,588.1941283246646
2087-12-01,588.3480965699424
2088-01-01,588.507197090063
2088-02-01,588.6662976101834
2088-03-01,588.8151335806186
2088-04-01,588.9742341007391
2088-05-01,589.1282023460169
2088-06-01,589.2873028661373
2088-07-01,589.4412711114152
2088-08-01,589.6003716315357
2088-09-01,589.7594721516562
2088-10-01,589.913440396934
2088-11-01,590.0725409170544
2088-12-01,590.2265091623323
2089-01-01,590.3856096824527
2089-02-01,590.5447102025731
2089-03-01,590.6884138981659
2089-04-01,590.8475144182863
2089-05-01,591.0014826635642
2089-06-01,591.1605831836846
2089-07-01,591.3145514289624
2089-08-01,591.4736519490829
2089-09-01,591.6327524692033
2089-10-01,591.7867207144812
2089-11-01,591.9458212346017
2089-12-01,592.0997894798795
2090-01-01,592.25889
2090-02-01,592.3955154545454
2090-03-01,592.5189190909091
2090-04-01,592.6555445454545
2090-05-01,592.7877627272727
2090-06-01,592.9243881818181
2090-07-01,593.0566063636363
2090-08-01,593.1932318181817
2090-09-01,593.3298572727273
2090-10-01,593.4620754545454
2090-11-01,593.5987009090909
2090-12-01,593.7309190909091
2091-01-01,593.8675445454545
2091-02-01,594.0041699999999
2091-03-01,594.1275736363635
2091-04-01,594.2641990909091
2091-05-01,594.3964172727273
2091-06-01,594.5330427272727
2091-07-01,594.6652609090909
2091-08-01,594.8018863636363
2091-09-01,594.9385118181817
2091-10-01,595.0707299999999
2091-11-01,595.2073554545454
2091-12-01,595.3395736363636
2092-01-01,595.4761990909091
2092-02-01,595.6128245454545
2092-03-01,595.7406354545454
2092-04-01,595.8772609090909
2092-05-01,596.009479090909
2092-06-01,596.1461045454545
2092-07-01,596.2783227272727
2092-08-01,596.4149481818181
2092-09-01,596.5515736363636
2092-10-01,596.6837918181818
2092-11-01,596.8204172727272
2092-12-01,596.9526354545454
2093-01-01,597.0892609090909
2093-02-01,597.2258863636363
2093-03-01,597.34929
2093-04-01,597.4859154545454
2093-05-01,597.6181336363636
2093-06-01,597.754759090909
2093-07-01,597.8869772727272
2093-08-01,598.0236027272726
2093-09-01,598.1602281818182
2093-10-01,598.2924463636364
2093-11-01,598.4290718181818
2093-12-01,598.56129
2094-01-01,598.6979154545454
2094-02-01,598.8345409090908
2094-03-01,598.9579445454546
2094-04-01,599.09457
2094-05-01,599.2267881818182
2094-06-01,599.3634136363636
2094-07-01,599.4956318181818
2094-08-01,599.6322572727272
2094-09-01,599.7688827272727
2094-10-01,599.9011009090909
2094-11-01,600.0377263636364
2094-12-01,600.1699445454545
2095-01-01,600.30657
2095-02-01,600.4431954545454
2095-03-01,600.5665990909091
2095-04-01,600.7032245454545
2095-05-01,600.8354427272727
2095-06-01,600.9720681818181
2095-07-01,601.1042863636363
2095-08-01,601.2409118181818
2095-09-01,601.3775372727273
2095-10-01,601.5097554545454
2095-11-01,601.6463809090909
2095-12-01,601.7785990909091
2096-01-01,601.9152245454545
2096-02-01,602.05185
2096-03-01,602.1796609090909
2096-04-01,602.3162863636363
2096-05-01,602.4485045454545
2096-06-01,602.5851299999999
2096-07-01,602.7173481818181
2096-08-01,602.8539736363637
2096-09-01,602.9905990909091
2096-10-01,603.1228172727273
2096-11-01,603.2594427272727
2096-12-01,603.3916609090909
2097-01-01,603.5282863636363
2097-02-01,603.6649118181817
2097-03-01,603.7883154545455
2097-04-01,603.9249409090909
2097-05-01,604.0571590909091
2097-06-01,604.1937845454545
2097-07-01,604.3260027272727
2097-08-01,604.4626281818181
2097-09-01,604.5992536363636
2097-10-01,604.7314718181818
2097-11-01,604.8680972727273
2097-12-01,605.0003154545454
2098-01-01,605.1369409090909
2098-02-01,605.2735663636363
2098-03-01,605.39697
2098-04-01,605.5335954545454
2098-05-01,605.6658136363636
2098-06-01,605.802439090909
2098-07-01,605.9346572727272
2098-08-01,606.0712827272727
2098-09-01,606.2079081818182
2098-10-01,606.3401263636364
2098-11-01,606.4767518181818
2098-12-01,606.60897
2099-01-01,606.7455954545454
2099-02-01,606.8822209090908
2099-03-01,607.0056245454546
2099-04-01,607.14225
2099-05-01,607.2744681818182
2099-06-01,607.4110936363636
2099-07-01,607.5433118181818
2099-08-01,607.6799372727272
2099-09-01,607.8165627272728
2099-10-01,607.9487809090909
2099-11-01,608.0854063636364
2099-12-01,608.2176245454546
2100-01-01,608.35425
